Country	Number groups	Revenue	P/L before tax	Income tax paid	Income tax accrued	capital	accum_earnings	Number employees	Tangible assets	ISO2	Income tax as % of pretax profits	Sales share %	Employment share %	Profit total (M)	Sales total (M)	Employment (th)	Subject Descriptor	Units	Scale	Country/Series-specific Notes	GDP_USD	Estimates Start After	Reg	Inc	Year	ISO	TotTax (X)	CIT (AK)	CITnr (AM)	TTxsc (Y)	GDP_LCU	number_datapoints	CIT	G7	G24	G77	EU	OECD	G20	US	G7_noUS	OECD_noUS	G20_noOECD	All	TotTax (X) USD	CIT (AK) USD	CITnr (AM) USD	TTxsc (Y) USD	routine	residual	reallocation_residual_1	reallocation_residual_2	new_profits_1	new_profits_2	gains_1	gains_2	residual_0.8	new_profits_3	new_profits_4	gains_3	gains_4	routine_nonhaven	new_profits_5	new_profits_6	gains_5	gains_6	new_profits_7	new_profits_8	gains_7	gains_8	gains_1_tax	gains_1_%tot_tax	gains_1_%cit	gains_2_tax	gains_2_%tot_tax	gains_2_%cit	gains_3_tax	gains_3_%tot_tax	gains_3_%cit	gains_4_tax	gains_4_%tot_tax	gains_4_%cit	gains_5_tax	gains_5_%tot_tax	gains_5_%cit	gains_6_tax	gains_6_%tot_tax	gains_6_%cit	gains_7_tax	gains_7_%tot_tax	gains_7_%cit	gains_8_tax	gains_8_%tot_tax	gains_8_%cit
Thailand	323.0	46179492645.0	4676128460.0	796209467.0	782048039.0	7580679303.0	6629339279.0	136602.0	17281122577.0	TH	17.02710851104377						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	411847000000.0	2017.0	East Asia & Pacific	UMICs	1980.0	THA	0.17301457097359946	0.03998368820724284	0.03998368820724284	0.16308132172884346	684362.0	5.0	0.20000000300000004	False	False	True	False	False	False	False	False	False	False	True	71255532011.76402	16467162037.08834	16467162037.08834	67164553110.05899	1296084193.2749999	3380044266.7250004	541891803.1649172	744058179.2077383	4005543209.0995855	5016375089.313691	-670585250.9004145	340246629.31369114	2704035413.3800006	4542011409.819918	4744177785.862739	-134117050.18008232	68049325.86273861	4676128460.0	5654132243.140829	6019001169.813959	978003783.1408291	1342872709.8139591	4033085334.7451167	5537729327.576885	-643043125.2548833	861600867.5768852	-134117052.19183867	-0.0018821984540048967	-0.008144515241288822	68049326.88347813	0.0009550041233604634	0.004132425898901906	-26823410.43836762	-0.00037643969080097773	-0.0016289030482577575	13609865.376695702	0.00019100082467209372	0.0008264851797803858	195600759.5621772	0.002745060685672577	0.011878231301886344	268574545.99141	0.0037691746648817297	0.0163097044522007	-128608626.98010606	-0.001804893225116518	-0.007810005554718288	172320176.10017967	0.0024183410218834695	0.010464473217186406
United Arab Emirates	356.0	28633908563.0	3300031181.0	1530819563.0	1668956333.0	5702338104.0	5164835041.0	38222.0	11203581506.0	AE	46.38803329537389						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	348743000000.0	2016.0	Middle East & North Africa	Tax haven	1980.0	ARE	0.121849666550416			0.11857566850058007	149832.0	3.0	0.550000012	False	False	False	False	False	False	False	False	False	False	True	42494218261.791725			41352434359.8978	840268612.9499999	2459762568.05	336003698.91771543	300381298.3351072	2520287107.538577	2342175104.625536	-779744073.4614229	-957856076.374464	1967810054.4400003	3144082366.307716	3108459965.7251077	-155948814.6922841	-191571215.27489233	0.0	606417898.871279	542126757.4831407	-2693613282.128721	-2757904423.516859	2500741997.960682	2235618627.31909	-799289183.0393181	-1064412553.6809101	-428859249.7607115	-0.010092178825803138		-526820853.50022817	-0.01239747135138886		-85771849.95214204	-0.0020184357651606218		-105364170.70004538	-0.0024794942702777655		-1481487337.4941561	-0.03486326841847615		-1516847466.0291257	-0.03569538464466788		-439609060.2630952	-0.010345149957926524		-585426917.2974513	-0.013776625179709031	
Vietnam	144.0	7037112654.0	591519943.0	104355320.0	100016425.0	2860303547.0	97275433.0	49428.0	2178540324.0	VN	17.641893774661796						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	201309000000.0	2017.0	East Asia & Pacific	LMICs	1980.0	VNM	0.18737606723679745	0.03815440175077645	0.03216156377945032	0.18737606723679745	5713.0	5.0	0.22200000000000006	False	False	True	False	False	False	False	False	False	False	True	37720488719.37246	7680824462.047057	6474412242.877365	37720488719.37246	163390524.29999998	428129418.70000005	82576776.97902557	212479100.62009886	576274409.1951277	1225786027.400494	-15245533.804872274	634266084.4004941	342503534.96000004	588470836.2390256	718373159.8800988	-3049106.760974407	126853216.88009882	591519943.0	740554122.5417142	975001226.5904346	149034179.5417142	383481283.59043455	614586133.762334	1581397503.4236734	23066190.76233399	989877560.4236734	-3384508.504681646	-8.97259982462378e-05	-0.0004406439076176495	140807070.73690972	0.003732906850292057	0.01833228599776937	-676901.7009363186	-1.794519964924728e-05	-8.812878152352853e-05	28161414.147381946	0.0007465813700584115	0.0036664571995538744	33085587.85826056	0.0008771251110876644	0.004307556828273451	85132844.95707649	0.0022569390760134567	0.011083815985867133	5120694.349238147	0.0001357536586372028	0.0006666855068151634	219752818.41405556	0.005825821082248998	0.028610576833243768
Asia & Oceania, other countries	74.0	1356756223.0	200092948.0	26833499.0	22072237.0	1029861227.0	628445235.0	7509.0	636350428.0	Asia_other	13.410517096284671													UMICs										False	False	False	False	False	False	False	False	False	False	True					47726282.1	152366665.9	15920813.201404814	33967347.14833878	127330348.10702407	217563017.8416939	-72762599.89297593	17470069.841693908	121893332.72000001	185540428.02140483	203586961.9683388	-14552519.978595167	3494013.9683387876	200092948.0	228826756.94619966	261397056.71747968	28733808.946199656	61304108.717479676	118492285.47983922	252805465.67424187	-81600662.52016078	52712517.67424187																								
Albania	13.0	23890890.0	2550835.0	1582888.0	878257.0	2078530.0	4881319.0	347.0	15881193.0	AL	62.05371966434521						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	11865000000.0	2016.0	Europe & Central Asia	UMICs	1980.0	ALB	0.2527446181618904	0.022756996873085973	0.022756996873085973	0.19785215821540247	18489.0	5.0	0.14000000499999998	False	False	False	False	False	False	False	False	False	False	True	2998814894.49083	270011767.8991651	270011767.8991651	2347515857.2257504	1191089.4749999999	1359745.5250000001	280346.8968539312	1341985.723034746	2592823.959269656	7901018.090173729	41988.95926965587	5350183.090173729	1087796.4200000002	2559232.7918539313	3620871.618034746	8397.791853931267	1070036.618034746	2550835.0	3056803.7637155373	4972844.534714315	505968.76371553726	2422009.534714315	2086510.5390767285	9987866.410597071	-464324.4609232715	7437031.410597071	5878.454507696617	1.9602592072275012e-06	2.177110484270413e-05	749025.6593752374	0.00024977388926248305	0.0027740482024285634	1175.6909015393364	3.920518414455046e-07	4.354220968540874e-06	149805.13187504752	4.9954777852496623e-05	0.0005548096404857128	70835.62945001903	2.362120769112901e-05	0.00026234274898889715	339081.34697005176	0.00011307178298766738	0.0012558021067314387	-65005.42685088031	-2.1677038809665377e-05	-0.00024075034712989378	1041184.4346687469	0.00034719863389418373	0.0038560705808110313
Austria	295.0	17017683903.0	685153617.0	254785530.0	516762142.0	8829755974.0	18361786882.0	26312.0	3612645597.0	AT	37.186628469626825						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	390961000000.0	2016.0	Europe & Central Asia	High Income	1980.0	AUT	0.4175032157426757	0.024656730621061426	0.024656730621061426	0.27209320652394303	75980.0	5.0	0.25	False	False	False	True	True	False	False	False	True	False	True	163227474729.97223	9639820060.340796	9639820060.340796	106377832115.8073	270948419.775	414205197.225	199693476.2098501	190976664.81812367	1269415800.8242507	1225831743.8656182	584262183.8242507	540678126.8656182	331364157.78000003	802006053.7648501	793289242.3731238	116852436.76485014	108135625.37312376	685153617.0	1045559465.6604187	1029827405.370444	360405848.66041875	344673788.37044406	1486239182.1437333	1421363419.1512232	801085565.1437333	736209802.1512232	146065545.95606267	0.0008948588232324209	0.015152310420916595	135169531.71640456	0.0008281052680623527	0.014021997388987148	29213109.191212535	0.0001789717646464842	0.003030462084183319	27033906.34328094	0.00016562105361247074	0.0028043994777974326	90101462.16510469	0.0005519993635517541	0.00934679917271395	86168447.09261101	0.0005279040629352367	0.00893880244166764	200271391.28593332	0.0012269465763483933	0.02077542838272161	184052450.5378058	0.0011275825399019643	0.01909293424417914
Belarus	23.0	158757553.0	12202232.0	2255706.0	2639512.0	32647246.0	16651463.0	1056.0	41582755.0	BY	18.486011411682714						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	47703000000.0	2016.0	Europe & Central Asia	UMICs	1990.0	BLR	0.3457205605117827	0.030108078573590043	0.030108078573590043	0.2416603973786738	4.0	5.0	0.180000007	False	False	False	False	False	False	False	False	False	False	True	16491907898.093569	1436245672.1959658	1436245672.1959658	11527925936.154877	3118706.625	9083525.375	1862935.509546673	4588856.117844853	12433384.172733365	26062987.21422426	231152.17273336463	13860755.21422426	7266820.300000001	12248462.434546674	14974383.042844854	46230.43454667367	2772151.0428448543	12202232.0	15564449.264485078	20484177.98502788	3362217.264485078	8281945.9850278795	13865088.638076367	34153032.402490616	1662856.6380763669	21950800.402490616	41607.39271007084	2.522897469908898e-06	2.896955132087862e-05	2494936.035585653	0.00015128243809038385	0.0017371234489229057	8321.478542014302	5.045794939817878e-07	5.793910264175817e-06	498987.20711713104	3.02564876180768e-05	0.00034742468978458144	605199.1311428349	3.669673241461618e-05	0.0004213757735593439	1490750.33527864	9.039283656507491e-05	0.0010379494010932953	299314.2064937425	1.814915583710861e-05	0.00020840042361005152	3951144.2261039135	0.00023958078413478513	0.0027510225462074062
Belgium	446.0	125705180949.0	6445817668.0	1138015428.0	1096578372.0	75773838241.0	47695827029.0	90847.0	36494154580.0	BE	17.655098028131192						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	468148000000.0	2016.0	Europe & Central Asia	High Income	1980.0	BEL	0.444100826096166	0.04124855085832462	0.04124855085832462	0.3088624835725983	89853.0	5.0	0.33990001700000005	False	False	False	True	True	False	False	False	True	False	True	207904913535.26794	19310426587.222954	19310426587.222954	144593353959.54477	2737061593.5	3708756074.5	1475083489.878948	1052184510.6780705	10112479042.894741	7997984146.890352	3666661374.894741	1552166478.8903522	2967004859.6000004	7179149942.978949	6756250963.77807	733332274.9789486	310433295.77807045	6445817668.0	9108041427.65916	8344795334.750499	2662223759.6591606	1898977666.7504988	10978460194.100584	7830991158.5251045	4532642526.100584	1385173490.5251045	1246298263.659966	0.00599455896672952	0.06454017253480038	527581412.56166095	0.0025376091579103767	0.027321064616498088	249259652.73199335	0.0011989117933459048	0.012908034506960084	105516282.51233219	0.0005075218315820753	0.005464212923299617	904889901.1659528	0.0043524219114352575	0.046860171476723736	645462541.211115	0.003104604553281142	0.03342559721794004	1540645271.6765118	0.0074103360304429	0.07978307805462484	470820492.9774324	0.0022645953141341452	0.02438167229764661
Bosnia-Herzegovina	19.0	93655683.0	12453334.0	1064826.0	1663089.0	30185742.0	26732633.0	465.0	12356625.0	BA	8.550529520849597						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	16917000000.000004	2016.0	Europe & Central Asia	UMICs	1990.0	BIH	0.3769524893051062	0.017732880981287658	0.017732880981287658	0.2268023898769426	1.0	5.0	0.100000001	False	False	False	False	False	False	False	False	False	False	True	6376905261.574483	299987147.5604434	299987147.5604434	3836816029.5482388	926746.875	11526587.125	1098999.6648004942	2159997.54909367	6421745.19900247	11726734.62046835	-6031588.80099753	-726599.3795316499	9221269.700000001	11247016.239800496	12308014.12409367	-1206317.760199504	-145319.8759063296	12453334.0	14436803.43719737	16351687.439285412	1983469.4371973705	3898353.4392854124	8179417.745589603	16076003.341360502	-4273916.254410397	3622669.341360502	-603158.8861313418	-9.458489053707841e-05	-0.002010615758162817	-72659.93867976437	-1.1394232107789594e-05	-0.00024221017223787682	-120631.77722626817	-1.891697810741565e-05	-0.0004021231516325628	-14531.987735952836	-2.278846421557913e-06	-4.844203444757524e-05	198346.9457032065	3.110395051630951e-05	0.0006611848118034531	389835.3478268947	6.113237249672467e-05	0.0012995068321996965	-427391.629714956	-6.702179383004214e-05	-0.0014246998019434892	362266.93775871955	5.6809208056083685e-05	0.0012076081949001752
Bulgaria	99.0	2484572936.0	207567448.0	17729164.0	15055955.0	1320292707.0	361557606.0	14648.0	1499879354.0	BG	8.541399034785071						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	53236000000.0	2016.0	Europe & Central Asia	UMICs	1980.0	BGR	0.29370559068911256	0.022710360935443333	0.022710360935443333	0.2100128757063824	25.0	5.0	0.100000001	False	False	False	True	False	False	False	False	False	False	True	15635710825.925596	1209008774.7592614	1209008774.7592614	11180245451.104975	112490951.55	95076496.45	29155142.927486625	65309981.25756109	258266666.18743312	439040857.8378054	50699218.18743312	231473409.8378054	76061197.16000001	217707291.63748664	253862129.9675611	10139843.637486637	46294681.967561096	207567448.0	260186513.12436342	325438595.66028744	52619065.12436342	117871147.66028744	216990142.1030698	486076235.3000304	9422694.103069812	278508787.3000304	5069921.869442531	0.00032425272671556996	0.004193453327459974	23147341.21525395	0.0014804150238486955	0.019145718127532255	1013984.3738885074	6.485054534311407e-05	0.0008386906654919958	4629468.243050792	0.0002960830047697393	0.0038291436255064528	5261906.565055408	0.0003365313303396883	0.004352248449233267	11787114.883899892	0.0007538585878907186	0.009749403916648124	942269.4197296754	6.0263932367391764e-05	0.0007793735160584759	27850879.00851183	0.0017812352325122466	0.023036126445035533
Croatia	77.0	709007366.0	77213871.0	16272910.0	17654779.0	923637763.0	135633094.0	3814.0	225501342.0	HR	21.075112268364318						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	51350000000.0	2016.0	Europe & Central Asia	High Income	1990.0	HRV	0.35163044796105786	0.017063612702031855	0.017063612702031855	0.2258602312037616	334.0	5.0	0.20000000300000004	False	False	False	False	False	False	False	False	False	False	True	18056223502.80032	876216512.2493358	876216512.2493358	11597922872.313158	16912600.65	60301270.35	8319824.623723915	17369457.024697907	58511723.76861957	103759885.77348953	-18702147.231380433	26546014.773489535	48241016.28	73473441.55372392	82523073.9546979	-3740429.4462760836	5309202.954697907	77213871.0	92229451.43422534	108562185.51969154	15015580.434225336	31348314.51969154	61921148.24696909	129273965.74307506	-15292722.753030911	52060094.74307506	-3740429.502382529	-0.00020715458588571579	-0.004268841604891091	5309203.034335952	0.00029403729043964003	0.006059236455960747	-748085.9004765052	-4.143091717714313e-05	-0.0008537683209782175	1061840.6068671905	5.880745808792801e-05	0.0012118472911921494	3003116.131891809	0.00016632027906755026	0.0034273676538947072	6269662.997983253	0.0003472300283063564	0.007155381016375049	-3058544.596484351	-0.00016939004969726947	-0.003490626521785991	10412019.104795298	0.0005766443411148798	0.01188292957190067
Cyprus	94.0	1031617602.0	1523091385.0	15558350.0	7005999.0	83967346511.0	34046566907.0	1542.0	213194338.0	CY	1.0214981289517306						Gross domestic product, current prices	U.S. dollars	Dollars	See notes for:  Gross domestic product, current prices (National currency).	20055000000.0	2016.0	Europe & Central Asia	Tax haven	1980.0	CYP	0.2452643900452949	0.05651687108758716	0.05651687108758716	0.2452643900452949	1395.0	5.0	0.125	False	False	False	True	False	False	False	False	False	False	True	4918777342.358389	1133445849.6615605	1133445849.6615605	4918777342.358389	15989575.35	1507101809.65	12105484.285457505	11393360.377441136	76516996.77728751	72956377.23720567	-1446574388.2227125	-1450135007.7627943	1205681447.72	1233776507.3554575	1233064383.447441	-289314877.64454246	-290027001.5525589	0.0	21847921.224832032	20562683.337790065	-1501243463.775168	-1502528701.66221	90096308.6293588	84796253.39108437	-1432995076.3706412	-1438295131.6089156	-180821798.52783906	-0.036761533597115634	-0.15953280748421397	-181266875.97034928	-0.03685201897824428	-0.15992548389009884	-36164359.70556781	-0.0073523067194231255	-0.03190656149684279	-36253375.19406986	-0.007370403795648856	-0.03198509677801977	-187655432.971896	-0.03815082893789242	-0.16556188637324726	-187816087.70777625	-0.038183490456131265	-0.16570362648013304	-179124384.54633015	-0.03641644499818852	-0.15803523794261148	-179786891.45111445	-0.036551134344477695	-0.15861974482927227
